구분,지역,유형,공고대수,접수대수,출고대수,잔여대수,날짜
승합,무주,어린이버스 일반,0,0,0,0,2025-10-01
승합,임실,전기버스 우선,0,0,0,0,2025-10-01
승합,임실,전기버스 일반,3,3,0,3,2025-10-01
승합,임실,어린이버스 우선,0,0,0,0,2025-10-01
승합,임실,어린이버스 일반,0,0,0,0,2025-10-01
승합,순창,전기버스 우선,0,0,0,0,2025-10-01
승합,순창,전기버스 일반,1,4,0,1,2025-10-01
승합,순창,어린이버스 우선,0,0,0,0,2025-10-01
승합,순창,어린이버스 일반,0,0,0,0,2025-10-01
승합,고창,전기버스 우선,0,0,0,0,2025-10-01
승합,고창,전기버스 일반,8,4,0,8,2025-10-01
승합,고창,어린이버스 우선,0,0,0,0,2025-10-01
승합,고창,어린이버스 일반,0,0,0,0,2025-10-01
승합,부안,전기버스 우선,0,0,0,0,2025-10-01
승합,부안,전기버스 일반,1,1,0,1,2025-10-01
승합,부안,어린이버스 우선,0,0,0,0,2025-10-01
승합,부안,어린이버스 일반,0,0,0,0,2025-10-01
승합,목포,전기버스 우선,0,0,0,0,2025-10-01
승합,목포,전기버스 일반,10,10,10,0,2025-10-01
승합,목포,어린이버스 우선,0,0,0,0,2025-10-01
승합,목포,어린이버스 일반,0,0,0,0,2025-10-01
승합,여수,전기버스 우선,0,0,0,0,2025-10-01
승합,여수,전기버스 일반,10,10,7,3,2025-10-01
승합,여수,어린이버스 우선,0,0,0,0,2025-10-01
승합,여수,어린이버스 일반,0,0,0,0,2025-10-01
승합,순천,전기버스 우선,0,0,0,0,2025-10-01
승합,순천,전기버스 일반,2,1,1,1,2025-10-01
승합,순천,어린이버스 우선,0,0,0,0,2025-10-01
승합,순천,어린이버스 일반,0,0,0,0,2025-10-01
승합,나주,전기버스 우선,0,0,0,0,2025-10-01
승합,나주,전기버스 일반,9,11,4,5,2025-10-01
승합,나주,어린이버스 우선,0,0,0,0,2025-10-01
승합,나주,어린이버스 일반,0,1,1,0,2025-10-01
승합,광양,전기버스 우선,0,0,0,0,2025-10-01
승합,광양,전기버스 일반,2,2,2,0,2025-10-01
승합,광양,어린이버스 우선,0,0,0,0,2025-10-01
승합,광양,어린이버스 일반,0,0,0,0,2025-10-01
승합,담양,전기버스 우선,0,0,0,0,2025-10-01
승합,담양,전기버스 일반,6,6,0,6,2025-10-01
승합,담양,어린이버스 우선,0,0,0,0,2025-10-01
승합,담양,어린이버스 일반,0,0,0,0,2025-10-01
승합,곡성,전기버스 우선,0,0,0,0,2025-10-01
승합,곡성,전기버스 일반,6,6,3,3,2025-10-01
승합,곡성,어린이버스 우선,0,0,0,0,2025-10-01
승합,곡성,어린이버스 일반,0,0,0,0,2025-10-01
승합,구례,전기버스 우선,0,0,0,0,2025-10-01
승합,구례,전기버스 일반,2,2,2,0,2025-10-01
승합,구례,어린이버스 우선,0,0,0,0,2025-10-01
승합,구례,어린이버스 일반,0,0,0,0,2025-10-01
승합,고흥,전기버스 우선,0,0,0,0,2025-10-01
승합,고흥,전기버스 일반,7,8,7,0,2025-10-01
승합,고흥,어린이버스 우선,0,0,0,0,2025-10-01
승합,고흥,어린이버스 일반,0,0,0,0,2025-10-01
승합,보성,전기버스 우선,4,0,0,4,2025-10-01
승합,보성,전기버스 일반,0,4,2,0,2025-10-01
승합,보성,어린이버스 우선,0,0,0,0,2025-10-01
승합,보성,어린이버스 일반,0,0,0,0,2025-10-01
승합,화순,전기버스 우선,0,0,0,0,2025-10-01
승합,화순,전기버스 일반,7,7,0,7,2025-10-01
승합,화순,어린이버스 우선,0,0,0,0,2025-10-01
승합,화순,어린이버스 일반,0,0,0,0,2025-10-01
승합,강진,전기버스 우선,0,0,0,0,2025-10-01
승합,강진,전기버스 일반,1,1,0,1,2025-10-01
승합,강진,어린이버스 우선,0,0,0,0,2025-10-01
승합,강진,어린이버스 일반,0,0,0,0,2025-10-01
승합,해남,전기버스 우선,0,0,0,0,2025-10-01
승합,해남,전기버스 일반,4,0,0,4,2025-10-01
승합,해남,어린이버스 우선,0,0,0,0,2025-10-01
승합,해남,어린이버스 일반,0,0,0,0,2025-10-01
승합,영암,전기버스 우선,0,0,0,0,2025-10-01
승합,영암,전기버스 일반,1,0,0,0,2025-10-01
승합,영암,어린이버스 우선,0,0,0,0,2025-10-01
승합,영암,어린이버스 일반,0,0,0,0,2025-10-01
승합,진도,전기버스 우선,0,0,0,0,2025-10-01
승합,진도,전기버스 일반,1,1,0,1,2025-10-01
승합,진도,어린이버스 우선,0,0,0,0,2025-10-01
승합,진도,어린이버스 일반,0,0,0,0,2025-10-01
승합,신안,전기버스 우선,0,0,0,0,2025-10-01
승합,신안,전기버스 일반,1,1,0,1,2025-10-01
승합,신안,어린이버스 우선,0,0,0,0,2025-10-01
승합,신안,어린이버스 일반,0,0,0,0,2025-10-01
승합,포항,전기버스 우선,0,0,0,0,2025-10-01
승합,포항,전기버스 일반,11,1,1,10,2025-10-01
승합,포항,어린이버스 우선,0,0,0,0,2025-10-01
승합,포항,어린이버스 일반,0,5,0,0,2025-10-01
승합,경주,전기버스 우선,0,0,0,0,2025-10-01
승합,경주,전기버스 일반,27,23,7,20,2025-10-01
승합,경주,어린이버스 우선,0,0,0,0,2025-10-01
승합,경주,어린이버스 일반,27,23,7,20,2025-10-01
승합,경주,어린이버스 우선,0,0,0,0,2025-10-01
승합,경주,어린이버스 일반,0,5,1,0,2025-10-01
승합,김천,전기버스 우선,0,0,0,0,2025-10-01
승합,김천,전기버스 일반,6,0,0,6,2025-10-01
승합,김천,어린이버스 우선,0,0,0,0,2025-10-01
승합,김천,어린이버스 일반,0,2,0,0,2025-10-01
승합,안동,전기버스 우선,0,0,0,0,2025-10-01
승합,안동,전기버스 일반,3,19,18,0,2025-10-01
승합,안동,어린이버스 우선,0,0,0,0,2025-10-01
승합,안동,어린이버스 일반,0,0,0,0,2025-10-01
승합,구미,전기버스 우선,0,0,0,0,2025-10-01
승합,구미,전기버스 일반,6,1,0,6,2025-10-01
승합,구미,어린이버스 우선,0,0,0,0,2025-10-01
승합,구미,어린이버스 일반,0,4,0,0,2025-10-01
승합,영주,전기버스 우선,0,0,0,0,2025-10-01
승합,영주,전기버스 일반,4,3,3,1,2025-10-01
승합,영주,어린이버스 우선,0,0,0,0,2025-10-01
승합,영주,어린이버스 일반,0,0,0,0,2025-10-01
승합,영천,전기버스 우선,0,0,0,0,2025-10-01
승합,영천,전기버스 일반,14,13,13,1,2025-10-01
승합,영천,어린이버스 우선,0,0,0,0,2025-10-01
승합,영천,어린이버스 일반,0,0,0,0,2025-10-01
승합,상주,전기버스 우선,0,0,0,0,2025-10-01
승합,상주,전기버스 일반,10,9,2,8,2025-10-01
승합,상주,어린이버스 우선,0,0,0,0,2025-10-01
승합,상주,어린이버스 일반,0,0,0,0,2025-10-01
승합,문경,전기버스 우선,0,0,0,0,2025-10-01
승합,문경,전기버스 일반,16,7,0,16,2025-10-01
승합,문경,어린이버스 우선,0,0,0,0,2025-10-01
승합,문경,어린이버스 일반,0,0,0,0,2025-10-01
승합,경산,전기버스 우선,0,0,0,0,2025-10-01
승합,경산,전기버스 일반,18,16,14,4,2025-10-01
승합,경산,어린이버스 우선,0,0,0,0,2025-10-01
승합,경산,어린이버스 일반,0,2,0,0,2025-10-01
승합,청송,전기버스 우선,0,0,0,0,2025-10-01
승합,청송,전기버스 일반,1,1,1,0,2025-10-01
승합,청송,어린이버스 우선,0,0,0,0,2025-10-01
승합,청송,어린이버스 일반,0,0,0,0,2025-10-01
승합,영양,전기버스 우선,0,0,0,0,2025-10-01
승합,영양,전기버스 일반,1,1,1,0,2025-10-01
승합,영양,어린이버스 우선,0,0,0,0,2025-10-01
승합,영양,어린이버스 일반,0,0,0,0,2025-10-01
승합,영덕,전기버스 우선,0,0,0,0,2025-10-01
승합,영덕,전기버스 일반,3,3,3,0,2025-10-01
승합,영덕,어린이버스 우선,0,0,0,0,2025-10-01
승합,영덕,어린이버스 일반,0,0,0,0,2025-10-01
승합,고령,어린이버스 우선,0,0,0,0,2025-10-01
승합,고령,어린이버스 일반,0,1,0,0,2025-10-01
승합,성주,전기버스 우선,0,0,0,0,2025-10-01
승합,성주,전기버스 일반,2,3,0,2,2025-10-01
승합,성주,어린이버스 우선,0,0,0,0,2025-10-01
승합,성주,어린이버스 일반,0,0,0,0,2025-10-01
승합,예천,전기버스 우선,0,0,0,0,2025-10-01
승합,예천,전기버스 일반,3,2,2,1,2025-10-01
승합,예천,어린이버스 우선,0,0,0,0,2025-10-01
승합,예천,어린이버스 일반,0,1,0,0,2025-10-01
승합,봉화,전기버스 우선,0,0,0,0,2025-10-01
승합,봉화,전기버스 일반,3,3,3,0,2025-10-01
승합,봉화,어린이버스 우선,0,0,0,0,2025-10-01
승합,봉화,어린이버스 일반,0,0,0,0,2025-10-01
승합,울진,전기버스 우선,1,0,0,1,2025-10-01
승합,울진,전기버스 일반,3,3,3,0,2025-10-01
승합,울진,어린이버스 우선,0,0,0,0,2025-10-01
승합,울진,어린이버스 일반,0,1,0,0,2025-10-01
승합,창원,전기버스 우선,0,0,0,0,2025-10-01
승합,창원,전기버스 일반,56,57,34,22,2025-10-01
승합,창원,어린이버스 우선,0,0,0,0,2025-10-01
승합,창원,어린이버스 일반,0,0,0,0,2025-10-01
승합,진주,전기버스 우선,0,0,0,0,2025-10-01
승합,진주,전기버스 일반,30,34,27,3,2025-10-01
승합,진주,어린이버스 우선,0,0,0,0,2025-10-01
승합,진주,어린이버스 일반,0,1,0,0,2025-10-01
승합,사천,전기버스 우선,7,0,0,7,2025-10-01
승합,사천,전기버스 일반,0,6,4,0,2025-10-01
승합,사천,어린이버스 우선,0,0,0,0,2025-10-01
승합,사천,어린이버스 일반,0,1,0,0,2025-10-01
승합,김해,전기버스 우선,0,0,0,0,2025-10-01
승합,김해,전기버스 일반,16,16,0,16,2025-10-01
승합,김해,어린이버스 우선,0,0,0,0,2025-10-01
승합,김해,어린이버스 일반,0,1,1,0,2025-10-01
승합,밀양,전기버스 우선,5,0,0,5,2025-10-01
승합,밀양,전기버스 일반,1,5,5,0,2025-10-01
승합,밀양,어린이버스 우선,0,0,0,0,2025-10-01
승합,밀양,어린이버스 일반,0,1,1,0,2025-10-01
승합,거제,전기버스 우선,0,0,0,0,2025-10-01
승합,거제,전기버스 일반,17,18,15,2,2025-10-01
승합,거제,어린이버스 우선,0,0,0,0,2025-10-01
승합,거제,어린이버스 일반,0,0,0,0,2025-10-01
승합,양산,전기버스 우선,0,0,0,0,2025-10-01
승합,양산,전기버스 일반,24,17,10,14,2025-10-01
승합,양산,어린이버스 우선,0,0,0,0,2025-10-01
승합,양산,어린이버스 일반,0,2,2,0,2025-10-01
승합,함안,전기버스 우선,0,0,0,0,2025-10-01
승합,함안,전기버스 일반,2,2,2,0,2025-10-01
승합,함안,어린이버스 우선,0,0,0,0,2025-10-01
승합,함안,어린이버스 일반,0,0,0,0,2025-10-01
승합,고성(경남),전기버스 우선,0,0,0,0,2025-10-01
승합,고성(경남),전기버스 일반,5,5,0,5,2025-10-01
승합,고성(경남),어린이버스 우선,0,0,0,0,2025-10-01
승합,고성(경남),어린이버스 일반,0,0,0,0,2025-10-01
승합,하동,전기버스 우선,0,0,0,0,2025-10-01
승합,하동,전기버스 일반,2,2,0,2,2025-10-01
승합,하동,어린이버스 우선,0,0,0,0,2025-10-01
승합,하동,어린이버스 일반,0,0,0,0,2025-10-01
승합,합천,전기버스 우선,0,0,0,0,2025-10-01
승합,합천,전기버스 일반,5,5,0,5,2025-10-01
승합,합천,어린이버스 우선,0,0,0,0,2025-10-01
승합,합천,어린이버스 일반,0,0,0,0,2025-10-01
